feature,importance
ZIP_code_20020.0,0.0
ZIP_code_20024.0,0.0
ZIP_code_20032.0,0.0
ZIP_code_20037.0,0.0
ZIP_code_20040.0,0.0
ZIP_code_20052.0,0.0
ZIP_code_20090.0,0.0
ZIP_code_20105.0,0.0
ZIP_code_20109.0,0.0
ZIP_code_20110.0,0.0
ZIP_code_20111.0,0.0
ZIP_code_20112.0,0.0
ZIP_code_20115.0,0.0
ZIP_code_20120.0,0.0
ZIP_code_20121.0,0.0
ZIP_code_20124.0,0.0
ZIP_code_20132.0,0.0
ZIP_code_20146.0,0.0
ZIP_code_20148.0,0.0
ZIP_code_20151.0,0.0
ZIP_code_20152.0,0.0
ZIP_code_20164.0,0.0
ZIP_code_20166.0,0.0
ZIP_code_20169.0,0.0
ZIP_code_20170.0,0.0
ZIP_code_20171.0,0.0
ZIP_code_20176.0,0.0
ZIP_code_20181.0,0.0
ZIP_code_20186.0,0.0
ZIP_code_20187.0,0.0
ZIP_code_20191.0,0.0
ZIP_code_20197.0,0.0
ZIP_code_2021.0,0.0
ZIP_code_2025.0,0.0
ZIP_code_2032.0,0.0
ZIP_code_2035.0,0.0
ZIP_code_2038.0,0.0
ZIP_code_2045.0,0.0
ZIP_code_2048.0,0.0
ZIP_code_2050.0,0.0
ZIP_code_2053.0,0.0
ZIP_code_20601.0,0.0
ZIP_code_20602.0,0.0
ZIP_code_20603.0,0.0
ZIP_code_20607.0,0.0
ZIP_code_2061.0,0.0
ZIP_code_20613.0,0.0
ZIP_code_20619.0,0.0
ZIP_code_20622.0,0.0
ZIP_code_20639.0,0.0
ZIP_code_20640.0,0.0
ZIP_code_20645.0,0.0
ZIP_code_20646.0,0.0
ZIP_code_20653.0,0.0
ZIP_code_20659.0,0.0
ZIP_code_2066.0,0.0
ZIP_code_20664.0,0.0
ZIP_code_2067.0,0.0
ZIP_code_20678.0,0.0
ZIP_code_20695.0,0.0
ZIP_code_20705.0,0.0
ZIP_code_20706.0,0.0
ZIP_code_20707.0,0.0
ZIP_code_20708.0,0.0
ZIP_code_20715.0,0.0
ZIP_code_2072.0,0.0
ZIP_code_20720.0,0.0
ZIP_code_20721.0,0.0
ZIP_code_20723.0,0.0
ZIP_code_20724.0,0.0
ZIP_code_20732.0,0.0
ZIP_code_20735.0,0.0
ZIP_code_20737.0,0.0
ZIP_code_20740.0,0.0
ZIP_code_20741.0,0.0
ZIP_code_20743.0,0.0
ZIP_code_20744.0,0.0
ZIP_code_20745.0,0.0
ZIP_code_20746.0,0.0
ZIP_code_20754.0,0.0
ZIP_code_20755.0,0.0
ZIP_code_20757.0,0.0
ZIP_code_20763.0,0.0
ZIP_code_20770.0,0.0
ZIP_code_20775.0,0.0
ZIP_code_20777.0,0.0
ZIP_code_20781.0,0.0
ZIP_code_20782.0,0.0
ZIP_code_20783.0,0.0
ZIP_code_20784.0,0.0
ZIP_code_20785.0,0.0
ZIP_code_20791.0,0.0
ZIP_code_20794.0,0.0
ZIP_code_20814.0,0.0
ZIP_code_20815.0,0.0
ZIP_code_20817.0,0.0
ZIP_code_20818.0,0.0
ZIP_code_20832.0,0.0
ZIP_code_20833.0,0.0
ZIP_code_20841.0,0.0
ZIP_code_20850.0,0.0
ZIP_code_20851.0,0.0
ZIP_code_20852.0,0.0
ZIP_code_20853.0,0.0
ZIP_code_20854.0,0.0
ZIP_code_20855.0,0.0
ZIP_code_20871.0,0.0
ZIP_code_20872.0,0.0
ZIP_code_20874.0,0.0
ZIP_code_20876.0,0.0
ZIP_code_20878.0,0.0
ZIP_code_20879.0,0.0
ZIP_code_20882.0,0.0
ZIP_code_20886.0,0.0
ZIP_code_20895.0,0.0
ZIP_code_2090.0,0.0
ZIP_code_20902.0,0.0
ZIP_code_20903.0,0.0
ZIP_code_20904.0,0.0
ZIP_code_20905.0,0.0
ZIP_code_20906.0,0.0
ZIP_code_20910.0,0.0
ZIP_code_20912.0,0.0
ZIP_code_2093.0,0.0
ZIP_code_21001.0,0.0
ZIP_code_21005.0,0.0
ZIP_code_21009.0,0.0
ZIP_code_21012.0,0.0
ZIP_code_21030.0,0.0
ZIP_code_21035.0,0.0
ZIP_code_21037.0,0.0
ZIP_code_21040.0,0.0
ZIP_code_21042.0,0.0
ZIP_code_21043.0,0.0
ZIP_code_21044.0,0.0
ZIP_code_21046.0,0.0
ZIP_code_21073.0,0.0
ZIP_code_21075.0,0.0
ZIP_code_21076.0,0.0
ZIP_code_21078.0,0.0
ZIP_code_21085.0,0.0
ZIP_code_21093.0,0.0
ZIP_code_21108.0,0.0
ZIP_code_21113.0,0.0
ZIP_code_21114.0,0.0
ZIP_code_21122.0,0.0
ZIP_code_21128.0,0.0
ZIP_code_21131.0,0.0
ZIP_code_21133.0,0.0
ZIP_code_21136.0,0.0
ZIP_code_2114.0,0.0
ZIP_code_21144.0,0.0
ZIP_code_21146.0,0.0
ZIP_code_2115.0,0.0
ZIP_code_21153.0,0.0
ZIP_code_21157.0,0.0
ZIP_code_21158.0,0.0
ZIP_code_2116.0,0.0
ZIP_code_2118.0,0.0
ZIP_code_2119.0,0.0
ZIP_code_2120.0,0.0
ZIP_code_21201.0,0.0
ZIP_code_21202.0,0.0
ZIP_code_21203.0,0.0
ZIP_code_21205.0,0.0
ZIP_code_21206.0,0.0
ZIP_code_21207.0,0.0
ZIP_code_21209.0,0.0
ZIP_code_2121.0,0.0
ZIP_code_21211.0,0.0
ZIP_code_21212.0,0.0
ZIP_code_21214.0,0.0
ZIP_code_21215.0,0.0
ZIP_code_21216.0,0.0
ZIP_code_21217.0,0.0
ZIP_code_21218.0,0.0
ZIP_code_21219.0,0.0
ZIP_code_2122.0,0.0
ZIP_code_21220.0,0.0
ZIP_code_21221.0,0.0
ZIP_code_21222.0,0.0
ZIP_code_21223.0,0.0
ZIP_code_21225.0,0.0
ZIP_code_21227.0,0.0
ZIP_code_21228.0,0.0
ZIP_code_21229.0,0.0
ZIP_code_21230.0,0.0
ZIP_code_21233.0,0.0
ZIP_code_21234.0,0.0
ZIP_code_21236.0,0.0
ZIP_code_21237.0,0.0
ZIP_code_21239.0,0.0
ZIP_code_2124.0,0.0
ZIP_code_21244.0,0.0
ZIP_code_2125.0,0.0
ZIP_code_2127.0,0.0
ZIP_code_2128.0,0.0
ZIP_code_21282.0,0.0
ZIP_code_21286.0,0.0
ZIP_code_2130.0,0.0
ZIP_code_2131.0,0.0
ZIP_code_2134.0,0.0
ZIP_code_2138.0,0.0
ZIP_code_2139.0,0.0
ZIP_code_2140.0,0.0
ZIP_code_21401.0,0.0
ZIP_code_21403.0,0.0
ZIP_code_2141.0,0.0
ZIP_code_2143.0,0.0
ZIP_code_2144.0,0.0
ZIP_code_21440.0,0.0
ZIP_code_2145.0,0.0
ZIP_code_2148.0,0.0
ZIP_code_2149.0,0.0
ZIP_code_21502.0,0.0
ZIP_code_2151.0,0.0
ZIP_code_2152.0,0.0
ZIP_code_21523.0,0.0
ZIP_code_21532.0,0.0
ZIP_code_2155.0,0.0
ZIP_code_21601.0,0.0
ZIP_code_21617.0,0.0
ZIP_code_21619.0,0.0
ZIP_code_21620.0,0.0
ZIP_code_21625.0,0.0
ZIP_code_21629.0,0.0
ZIP_code_2163.0,0.0
ZIP_code_21635.0,0.0
ZIP_code_21659.0,0.0
ZIP_code_21662.0,0.0
ZIP_code_21664.0,0.0
ZIP_code_2169.0,0.0
ZIP_code_2170.0,0.0
ZIP_code_21701.0,0.0
ZIP_code_21702.0,0.0
ZIP_code_21703.0,0.0
ZIP_code_21704.0,0.0
ZIP_code_21713.0,0.0
ZIP_code_21734.0,0.0
ZIP_code_21740.0,0.0
ZIP_code_21755.0,0.0
ZIP_code_21757.0,0.0
ZIP_code_21758.0,0.0
ZIP_code_2176.0,0.0
ZIP_code_21762.0,0.0
ZIP_code_21769.0,0.0
ZIP_code_21771.0,0.0
ZIP_code_21774.0,0.0
ZIP_code_21783.0,0.0
ZIP_code_21784.0,0.0
ZIP_code_2180.0,0.0
ZIP_code_21801.0,0.0
ZIP_code_21804.0,0.0
ZIP_code_21811.0,0.0
ZIP_code_2184.0,0.0
ZIP_code_21850.0,0.0
ZIP_code_2186.0,0.0
ZIP_code_21863.0,0.0
ZIP_code_21869.0,0.0
ZIP_code_21875.0,0.0
ZIP_code_2190.0,0.0
ZIP_code_21901.0,0.0
ZIP_code_21904.0,0.0
ZIP_code_21911.0,0.0
ZIP_code_21917.0,0.0
ZIP_code_21920.0,0.0
ZIP_code_21921.0,0.0
ZIP_code_22003.0,0.0
ZIP_code_22031.0,0.0
ZIP_code_22032.0,0.0
ZIP_code_22033.0,0.0
ZIP_code_22038.0,0.0
ZIP_code_22039.0,0.0
ZIP_code_22041.0,0.0
ZIP_code_22042.0,0.0
ZIP_code_22043.0,0.0
ZIP_code_22044.0,0.0
ZIP_code_22046.0,0.0
ZIP_code_22066.0,0.0
ZIP_code_22102.0,0.0
ZIP_code_22124.0,0.0
ZIP_code_2215.0,0.0
ZIP_code_22150.0,0.0
ZIP_code_22151.0,0.0
ZIP_code_22152.0,0.0
ZIP_code_22172.0,0.0
ZIP_code_22180.0,0.0
ZIP_code_22181.0,0.0
ZIP_code_22182.0,0.0
ZIP_code_22191.0,0.0
ZIP_code_22193.0,0.0
ZIP_code_22201.0,0.0
ZIP_code_22202.0,0.0
ZIP_code_22203.0,0.0
ZIP_code_22205.0,0.0
ZIP_code_22206.0,0.0
ZIP_code_22207.0,0.0
ZIP_code_22209.0,0.0
ZIP_code_22213.0,0.0
ZIP_code_22219.0,0.0
ZIP_code_22302.0,0.0
ZIP_code_22303.0,0.0
ZIP_code_22304.0,0.0
ZIP_code_22306.0,0.0
ZIP_code_22307.0,0.0
ZIP_code_22308.0,0.0
ZIP_code_22309.0,0.0
ZIP_code_22310.0,0.0
ZIP_code_22311.0,0.0
ZIP_code_22314.0,0.0
ZIP_code_22315.0,0.0
ZIP_code_22401.0,0.0
ZIP_code_22405.0,0.0
ZIP_code_22406.0,0.0
ZIP_code_22408.0,0.0
ZIP_code_22443.0,0.0
ZIP_code_22501.0,0.0
ZIP_code_22508.0,0.0
ZIP_code_22546.0,0.0
ZIP_code_22551.0,0.0
ZIP_code_22553.0,0.0
ZIP_code_22554.0,0.0
ZIP_code_22556.0,0.0
ZIP_code_22560.0,0.0
ZIP_code_22601.0,0.0
ZIP_code_22624.0,0.0
ZIP_code_22630.0,0.0
ZIP_code_22655.0,0.0
ZIP_code_22664.0,0.0
ZIP_code_22719.0,0.0
ZIP_code_22723.0,0.0
ZIP_code_22737.0,0.0
ZIP_code_22742.0,0.0
ZIP_code_22801.0,0.0
ZIP_code_22802.0,0.0
ZIP_code_22812.0,0.0
ZIP_code_22835.0,0.0
ZIP_code_22840.0,0.0
ZIP_code_22844.0,0.0
ZIP_code_22901.0,0.0
ZIP_code_22905.0,0.0
ZIP_code_22906.0,0.0
ZIP_code_22911.0,0.0
ZIP_code_22920.0,0.0
ZIP_code_22932.0,0.0
ZIP_code_22939.0,0.0
ZIP_code_22952.0,0.0
ZIP_code_22960.0,0.0
ZIP_code_22963.0,0.0
ZIP_code_22980.0,0.0
ZIP_code_23002.0,0.0
ZIP_code_23009.0,0.0
ZIP_code_2301.0,0.0
ZIP_code_23015.0,0.0
ZIP_code_2302.0,0.0
ZIP_code_23058.0,0.0
ZIP_code_23059.0,0.0
ZIP_code_23060.0,0.0
ZIP_code_23075.0,0.0
ZIP_code_23086.0,0.0
ZIP_code_23106.0,0.0
ZIP_code_23111.0,0.0
ZIP_code_23113.0,0.0
ZIP_code_23114.0,0.0
ZIP_code_23124.0,0.0
ZIP_code_23129.0,0.0
ZIP_code_23139.0,0.0
ZIP_code_23140.0,0.0
ZIP_code_23150.0,0.0
ZIP_code_23168.0,0.0
ZIP_code_23175.0,0.0
ZIP_code_23185.0,0.0
ZIP_code_23188.0,0.0
ZIP_code_23221.0,0.0
ZIP_code_23222.0,0.0
ZIP_code_23223.0,0.0
ZIP_code_23224.0,0.0
ZIP_code_23227.0,0.0
ZIP_code_23228.0,0.0
ZIP_code_23229.0,0.0
ZIP_code_23230.0,0.0
ZIP_code_23231.0,0.0
ZIP_code_23233.0,0.0
ZIP_code_23234.0,0.0
ZIP_code_23235.0,0.0
ZIP_code_23236.0,0.0
ZIP_code_23238.0,0.0
ZIP_code_2324.0,0.0
ZIP_code_23294.0,0.0
ZIP_code_2330.0,0.0
ZIP_code_23320.0,0.0
ZIP_code_23321.0,0.0
ZIP_code_23322.0,0.0
ZIP_code_23323.0,0.0
ZIP_code_23324.0,0.0
ZIP_code_23328.0,0.0
ZIP_code_2338.0,0.0
ZIP_code_2339.0,0.0
ZIP_code_2341.0,0.0
ZIP_code_23413.0,0.0
ZIP_code_2343.0,0.0
ZIP_code_23430.0,0.0
ZIP_code_23434.0,0.0
ZIP_code_23435.0,0.0
ZIP_code_23437.0,0.0
ZIP_code_23438.0,0.0
ZIP_code_23451.0,0.0
ZIP_code_23453.0,0.0
ZIP_code_23456.0,0.0
ZIP_code_23457.0,0.0
ZIP_code_23459.0,0.0
ZIP_code_2346.0,0.0
ZIP_code_23464.0,0.0
ZIP_code_2347.0,0.0
ZIP_code_23502.0,0.0
ZIP_code_23503.0,0.0
ZIP_code_23505.0,0.0
ZIP_code_2351.0,0.0
ZIP_code_23511.0,0.0
ZIP_code_23513.0,0.0
ZIP_code_23517.0,0.0
ZIP_code_23518.0,0.0
ZIP_code_2359.0,0.0
ZIP_code_2360.0,0.0
ZIP_code_23601.0,0.0
ZIP_code_23602.0,0.0
ZIP_code_23606.0,0.0
ZIP_code_23607.0,0.0
ZIP_code_23608.0,0.0
ZIP_code_2364.0,0.0
ZIP_code_23665.0,0.0
ZIP_code_23666.0,0.0
ZIP_code_23669.0,0.0
ZIP_code_2368.0,0.0
ZIP_code_23692.0,0.0
ZIP_code_23701.0,0.0
ZIP_code_23703.0,0.0
ZIP_code_2375.0,0.0
ZIP_code_23805.0,0.0
ZIP_code_2382.0,0.0
ZIP_code_23832.0,0.0
ZIP_code_23834.0,0.0
ZIP_code_23836.0,0.0
ZIP_code_23838.0,0.0
ZIP_code_23841.0,0.0
ZIP_code_23842.0,0.0
ZIP_code_23844.0,0.0
ZIP_code_23847.0,0.0
ZIP_code_23860.0,0.0
ZIP_code_23868.0,0.0
ZIP_code_23875.0,0.0
ZIP_code_23883.0,0.0
ZIP_code_23924.0,0.0
ZIP_code_23944.0,0.0
ZIP_code_23967.0,0.0
ZIP_code_24.0,0.0
ZIP_code_24012.0,0.0
ZIP_code_24015.0,0.0
ZIP_code_24017.0,0.0
ZIP_code_24018.0,0.0
ZIP_code_24060.0,0.0
ZIP_code_24073.0,0.0
ZIP_code_24078.0,0.0
ZIP_code_24083.0,0.0
ZIP_code_24087.0,0.0
ZIP_code_24090.0,0.0
ZIP_code_24095.0,0.0
ZIP_code_24121.0,0.0
ZIP_code_24127.0,0.0
ZIP_code_24141.0,0.0
ZIP_code_24179.0,0.0
ZIP_code_2420.0,0.0
ZIP_code_24201.0,0.0
ZIP_code_24210.0,0.0
ZIP_code_24219.0,0.0
ZIP_code_24244.0,0.0
ZIP_code_24277.0,0.0
ZIP_code_24343.0,0.0
ZIP_code_24378.0,0.0
ZIP_code_24401.0,0.0
ZIP_code_24402.0,0.0
ZIP_code_24422.0,0.0
ZIP_code_2445.0,0.0
ZIP_code_24450.0,0.0
ZIP_code_2446.0,0.0
ZIP_code_24501.0,0.0
ZIP_code_2451.0,0.0
ZIP_code_2453.0,0.0
ZIP_code_2454.0,0.0
ZIP_code_24541.0,0.0
ZIP_code_24549.0,0.0
ZIP_code_24550.0,0.0
ZIP_code_24551.0,0.0
ZIP_code_24555.0,0.0
ZIP_code_24572.0,0.0
ZIP_code_24577.0,0.0
ZIP_code_2458.0,0.0
ZIP_code_2459.0,0.0
ZIP_code_24592.0,0.0
ZIP_code_24622.0,0.0
ZIP_code_24630.0,0.0
ZIP_code_24641.0,0.0
ZIP_code_24651.0,0.0
ZIP_code_2467.0,0.0
ZIP_code_24701.0,0.0
ZIP_code_2472.0,0.0
ZIP_code_2474.0,0.0
ZIP_code_2476.0,0.0
ZIP_code_2478.0,0.0
ZIP_code_24901.0,0.0
ZIP_code_2492.0,0.0
ZIP_code_24986.0,0.0
ZIP_code_25003.0,0.0
ZIP_code_25064.0,0.0
ZIP_code_25071.0,0.0
ZIP_code_25143.0,0.0
ZIP_code_25213.0,0.0
ZIP_code_25302.0,0.0
ZIP_code_25303.0,0.0
ZIP_code_25313.0,0.0
ZIP_code_25314.0,0.0
ZIP_code_2536.0,0.0
ZIP_code_2540.0,0.0
ZIP_code_25401.0,0.0
ZIP_code_25404.0,0.0
ZIP_code_25405.0,0.0
ZIP_code_25414.0,0.0
ZIP_code_25425.0,0.0
ZIP_code_25430.0,0.0
ZIP_code_25520.0,0.0
ZIP_code_25530.0,0.0
ZIP_code_2554.0,0.0
ZIP_code_25550.0,0.0
ZIP_code_25560.0,0.0
ZIP_code_25601.0,0.0
ZIP_code_2563.0,0.0
ZIP_code_25704.0,0.0
ZIP_code_2571.0,0.0
ZIP_code_2575.0,0.0
ZIP_code_25813.0,0.0
ZIP_code_25831.0,0.0
ZIP_code_2601.0,0.0
ZIP_code_26059.0,0.0
ZIP_code_26070.0,0.0
ZIP_code_26101.0,0.0
ZIP_code_26104.0,0.0
ZIP_code_26105.0,0.0
ZIP_code_26137.0,0.0
ZIP_code_26180.0,0.0
ZIP_code_26292.0,0.0
ZIP_code_26330.0,0.0
ZIP_code_2635.0,0.0
ZIP_code_2638.0,0.0
ZIP_code_26386.0,0.0
ZIP_code_2642.0,0.0
ZIP_code_2648.0,0.0
ZIP_code_26505.0,0.0
ZIP_code_26508.0,0.0
ZIP_code_26525.0,0.0
ZIP_code_2653.0,0.0
ZIP_code_2655.0,0.0
ZIP_code_26554.0,0.0
ZIP_code_2664.0,0.0
ZIP_code_2673.0,0.0
ZIP_code_26753.0,0.0
ZIP_code_26757.0,0.0
ZIP_code_27013.0,0.0
ZIP_code_27021.0,0.0
ZIP_code_27025.0,0.0
ZIP_code_27028.0,0.0
ZIP_code_2703.0,0.0
ZIP_code_27030.0,0.0
ZIP_code_27101.0,0.0
ZIP_code_27103.0,0.0
ZIP_code_27104.0,0.0
ZIP_code_27105.0,0.0
ZIP_code_27106.0,0.0
ZIP_code_27107.0,0.0
ZIP_code_27127.0,0.0
ZIP_code_27205.0,0.0
ZIP_code_27214.0,0.0
ZIP_code_27215.0,0.0
ZIP_code_27217.0,0.0
ZIP_code_2723.0,0.0
ZIP_code_27253.0,0.0
ZIP_code_2726.0,0.0
ZIP_code_27262.0,0.0
ZIP_code_27265.0,0.0
ZIP_code_27269.0,0.0
ZIP_code_27278.0,0.0
ZIP_code_27282.0,0.0
ZIP_code_27284.0,0.0
ZIP_code_27288.0,0.0
ZIP_code_27292.0,0.0
ZIP_code_27302.0,0.0
ZIP_code_27332.0,0.0
ZIP_code_27357.0,0.0
ZIP_code_27360.0,0.0
ZIP_code_2740.0,0.0
ZIP_code_27401.0,0.0
ZIP_code_27403.0,0.0
ZIP_code_27404.0,0.0
ZIP_code_27406.0,0.0
ZIP_code_27408.0,0.0
ZIP_code_27409.0,0.0
ZIP_code_27410.0,0.0
ZIP_code_2744.0,0.0
ZIP_code_27455.0,0.0
ZIP_code_2747.0,0.0
ZIP_code_27502.0,0.0
ZIP_code_27504.0,0.0
ZIP_code_27511.0,0.0
ZIP_code_27513.0,0.0
ZIP_code_27514.0,0.0
ZIP_code_27515.0,0.0
ZIP_code_27516.0,0.0
ZIP_code_27517.0,0.0
ZIP_code_27519.0,0.0
ZIP_code_27520.0,0.0
ZIP_code_27521.0,0.0
ZIP_code_27522.0,0.0
ZIP_code_27525.0,0.0
ZIP_code_27526.0,0.0
ZIP_code_27529.0,0.0
ZIP_code_27530.0,0.0
ZIP_code_27534.0,0.0
ZIP_code_27536.0,0.0
ZIP_code_27537.0,0.0
ZIP_code_27539.0,0.0
ZIP_code_27541.0,0.0
ZIP_code_27545.0,0.0
ZIP_code_27549.0,0.0
ZIP_code_27560.0,0.0
ZIP_code_27572.0,0.0
ZIP_code_27574.0,0.0
ZIP_code_27576.0,0.0
ZIP_code_27581.0,0.0
ZIP_code_27584.0,0.0
ZIP_code_27587.0,0.0
ZIP_code_27592.0,0.0
ZIP_code_27596.0,0.0
ZIP_code_27597.0,0.0
ZIP_code_2760.0,0.0
ZIP_code_27601.0,0.0
ZIP_code_27603.0,0.0
ZIP_code_27604.0,0.0
ZIP_code_27606.0,0.0
ZIP_code_27607.0,0.0
ZIP_code_27610.0,0.0
ZIP_code_27612.0,0.0
ZIP_code_27613.0,0.0
ZIP_code_27614.0,0.0
ZIP_code_27615.0,0.0
ZIP_code_27616.0,0.0
ZIP_code_27617.0,0.0
ZIP_code_2766.0,0.0
ZIP_code_27699.0,0.0
ZIP_code_27703.0,0.0
ZIP_code_27704.0,0.0
ZIP_code_27705.0,0.0
ZIP_code_27707.0,0.0
ZIP_code_2771.0,0.0
ZIP_code_27713.0,0.0
ZIP_code_27803.0,0.0
ZIP_code_27804.0,0.0
ZIP_code_27820.0,0.0
ZIP_code_27834.0,0.0
ZIP_code_27843.0,0.0
ZIP_code_27858.0,0.0
ZIP_code_27870.0,0.0
ZIP_code_27891.0,0.0
ZIP_code_27892.0,0.0
ZIP_code_27893.0,0.0
ZIP_code_27896.0,0.0
ZIP_code_27909.0,0.0
ZIP_code_27913.0,0.0
ZIP_code_27925.0,0.0
ZIP_code_27929.0,0.0
ZIP_code_27932.0,0.0
ZIP_code_27944.0,0.0
ZIP_code_27948.0,0.0
ZIP_code_27949.0,0.0
ZIP_code_27950.0,0.0
ZIP_code_27958.0,0.0
ZIP_code_27962.0,0.0
ZIP_code_28001.0,0.0
ZIP_code_28020.0,0.0
ZIP_code_28021.0,0.0
ZIP_code_28025.0,0.0
ZIP_code_28026.0,0.0
ZIP_code_28027.0,0.0
ZIP_code_28031.0,0.0
ZIP_code_28043.0,0.0
ZIP_code_28052.0,0.0
ZIP_code_28054.0,0.0
ZIP_code_28056.0,0.0
ZIP_code_2806.0,0.0
ZIP_code_2807.0,0.0
ZIP_code_28075.0,0.0
ZIP_code_28078.0,0.0
ZIP_code_28079.0,0.0
ZIP_code_28086.0,0.0
ZIP_code_28097.0,0.0
ZIP_code_28105.0,0.0
ZIP_code_28106.0,0.0
ZIP_code_28110.0,0.0
ZIP_code_28115.0,0.0
ZIP_code_28117.0,0.0
ZIP_code_28120.0,0.0
ZIP_code_28138.0,0.0
ZIP_code_2814.0,0.0
ZIP_code_28147.0,0.0
ZIP_code_2816.0,0.0
ZIP_code_28164.0,0.0
ZIP_code_28170.0,0.0
ZIP_code_28173.0,0.0
ZIP_code_2818.0,0.0
ZIP_code_28202.0,0.0
ZIP_code_28203.0,0.0
ZIP_code_28205.0,0.0
ZIP_code_28206.0,0.0
ZIP_code_28208.0,0.0
ZIP_code_28209.0,0.0
ZIP_code_28210.0,0.0
ZIP_code_28211.0,0.0
ZIP_code_28212.0,0.0
ZIP_code_28214.0,0.0
ZIP_code_28216.0,0.0
ZIP_code_28219.0,0.0
ZIP_code_28227.0,0.0
ZIP_code_2823.0,0.0
ZIP_code_28233.0,0.0
ZIP_code_28247.0,0.0
ZIP_code_28262.0,0.0
ZIP_code_28270.0,0.0
ZIP_code_28273.0,0.0
ZIP_code_2830.0,0.0
ZIP_code_28304.0,0.0
ZIP_code_28306.0,0.0
ZIP_code_28307.0,0.0
ZIP_code_2831.0,0.0
ZIP_code_28312.0,0.0
ZIP_code_28314.0,0.0
ZIP_code_28326.0,0.0
ZIP_code_28328.0,0.0
ZIP_code_28333.0,0.0
ZIP_code_28338.0,0.0
ZIP_code_28344.0,0.0
ZIP_code_28348.0,0.0
ZIP_code_28358.0,0.0
ZIP_code_28360.0,0.0
ZIP_code_28365.0,0.0
ZIP_code_28374.0,0.0
ZIP_code_28376.0,0.0
ZIP_code_28385.0,0.0
ZIP_code_28387.0,0.0
ZIP_code_28390.0,0.0
ZIP_code_28401.0,0.0
ZIP_code_28403.0,0.0
ZIP_code_28405.0,0.0
ZIP_code_28406.0,0.0
ZIP_code_28409.0,0.0
ZIP_code_28411.0,0.0
ZIP_code_28412.0,0.0
ZIP_code_2842.0,0.0
ZIP_code_28420.0,0.0
ZIP_code_28425.0,0.0
ZIP_code_28443.0,0.0
ZIP_code_28451.0,0.0
ZIP_code_28456.0,0.0
ZIP_code_28457.0,0.0
ZIP_code_28460.0,0.0
ZIP_code_28461.0,0.0
ZIP_code_28472.0,0.0
ZIP_code_28480.0,0.0
ZIP_code_28501.0,0.0
ZIP_code_28516.0,0.0
ZIP_code_2852.0,0.0
ZIP_code_28540.0,0.0
ZIP_code_28542.0,0.0
ZIP_code_28544.0,0.0
ZIP_code_28546.0,0.0
ZIP_code_28555.0,0.0
ZIP_code_2857.0,0.0
ZIP_code_28570.0,0.0
ZIP_code_28574.0,0.0
ZIP_code_2859.0,0.0
ZIP_code_28590.0,0.0
ZIP_code_2860.0,0.0
ZIP_code_28601.0,0.0
ZIP_code_28606.0,0.0
ZIP_code_28607.0,0.0
ZIP_code_2861.0,0.0
ZIP_code_28612.0,0.0
ZIP_code_28625.0,0.0
ZIP_code_28638.0,0.0
ZIP_code_2864.0,0.0
ZIP_code_28642.0,0.0
ZIP_code_28645.0,0.0
ZIP_code_2865.0,0.0
ZIP_code_28651.0,0.0
ZIP_code_28655.0,0.0
ZIP_code_28658.0,0.0
ZIP_code_28678.0,0.0
ZIP_code_28697.0,0.0
ZIP_code_28699.0,0.0
ZIP_code_28704.0,0.0
ZIP_code_2871.0,0.0
ZIP_code_28711.0,0.0
ZIP_code_28712.0,0.0
ZIP_code_28714.0,0.0
ZIP_code_28715.0,0.0
ZIP_code_28716.0,0.0
ZIP_code_28721.0,0.0
ZIP_code_28722.0,0.0
ZIP_code_28728.0,0.0
ZIP_code_28748.0,0.0
ZIP_code_28752.0,0.0
ZIP_code_28754.0,0.0
ZIP_code_28756.0,0.0
ZIP_code_28777.0,0.0
ZIP_code_28778.0,0.0
ZIP_code_28779.0,0.0
ZIP_code_2878.0,0.0
ZIP_code_28782.0,0.0
ZIP_code_28786.0,0.0
ZIP_code_2879.0,0.0
ZIP_code_28792.0,0.0
ZIP_code_28801.0,0.0
ZIP_code_28803.0,0.0
ZIP_code_28805.0,0.0
ZIP_code_28806.0,0.0
ZIP_code_2885.0,0.0
ZIP_code_2886.0,0.0
ZIP_code_2888.0,0.0
ZIP_code_28906.0,0.0
ZIP_code_2891.0,0.0
ZIP_code_2893.0,0.0
ZIP_code_2895.0,0.0
ZIP_code_2896.0,0.0
ZIP_code_2898.0,0.0
ZIP_code_29020.0,0.0
ZIP_code_29036.0,0.0
ZIP_code_29040.0,0.0
ZIP_code_29042.0,0.0
ZIP_code_2905.0,0.0
ZIP_code_29053.0,0.0
ZIP_code_29054.0,0.0
ZIP_code_2906.0,0.0
ZIP_code_29061.0,0.0
ZIP_code_29072.0,0.0
ZIP_code_29073.0,0.0
ZIP_code_2908.0,0.0
ZIP_code_2909.0,0.0
ZIP_code_2910.0,0.0
ZIP_code_29108.0,0.0
ZIP_code_29115.0,0.0
ZIP_code_29123.0,0.0
ZIP_code_2914.0,0.0
ZIP_code_2916.0,0.0
ZIP_code_29170.0,0.0
ZIP_code_29171.0,0.0
ZIP_code_29180.0,0.0
ZIP_code_2919.0,0.0
ZIP_code_2920.0,0.0
ZIP_code_29202.0,0.0
ZIP_code_29203.0,0.0
ZIP_code_29204.0,0.0
ZIP_code_29205.0,0.0
ZIP_code_29206.0,0.0
ZIP_code_29209.0,0.0
ZIP_code_29210.0,0.0
ZIP_code_29212.0,0.0
ZIP_code_29223.0,0.0
